Meses_contrato,Total,Factura_mensual,Contrato_mensual,Pago_chequera_electronica,Soporte_tecnico,Seguridad_online,Contrato_2_años,Factura_online,Contrato_1_año,Respaldo_online,Genero_Masculino,Renuncia,ID
63.0,6137.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2748-MYRVK
22.0,419.9,20.15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2749-CTKAJ
47.0,4730.6,103.7,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2750-BJLSB
65.0,4805.65,74.2,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2753-JMMCV
8.0,908.55,100.15,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2754-SDJRD
10.0,930.4,95.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2754-VDLTR
9.0,714.15,77.65,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2754-XBHTB
35.0,3251.3,89.2,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2758-RNWXS
2.0,165.4,74.7,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2761-OCIAX
8.0,371.4,43.35,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2761-XECQW
24.0,688.0,29.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2770-NSVDG
36.0,1901.25,53.1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2773-MADBQ
67.0,7567.2,111.3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2773-OVBPK
15.0,1258.3,83.05,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2774-LVQUS
1.0,78.05,78.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2777-PHDEI
24.0,971.3,39.1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2778-OCLGR
21.0,780.15,36.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2782-JEEBU
11.0,601.6,58.95,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2782-LFZVW
50.0,5222.35,104.95,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2786-GCDPI
13.0,270.2,19.45,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2788-CJQAQ
64.0,6997.3,110.3,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2789-CZANW
3.0,253.8,80.35,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2789-HQBOU
71.0,6028.95,85.45,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2790-XUYMV
9.0,238.15,20.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2791-SFVEW
1.0,83.4,83.4,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2792-LSHWX
3.0,76.95,20.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2792-VPPET
53.0,3184.25,60.45,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2794-XIMMO
46.0,927.1,19.95,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2796-NNUFI
63.0,4896.35,80.3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2796-UUZZO
71.0,7616.0,108.55,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2798-NYLMZ
5.0,341.6,69.35,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2799-ARNLO
65.0,1748.55,25.3,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2799-TSLAG
42.0,4222.95,100.3,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2800-QQUSO
3.0,238.1,74.75,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2800-VEQXM
24.0,1348.5,54.95,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2801-NISEI
66.0,1357.1,20.55,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2804-ETQDK
25.0,475.2,19.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2805-AUFQN
56.0,5608.4,99.75,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2805-EDJPQ
52.0,5376.4,105.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2806-MLNTI
23.0,611.45,25.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2808-CHTDM
25.0,733.55,26.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2809-ILCYT
32.0,3334.9,101.35,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2809-ZMYOQ
16.0,762.25,50.15,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2810-FTLEM
23.0,2130.55,88.45,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2811-POVEX
26.0,1362.85,54.55,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2812-ENYMO
49.0,923.1,20.05,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2812-REYAT
1.0,20.05,20.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2812-SFXMJ
5.0,331.9,70.25,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2815-CPTUL
50.0,1023.95,19.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2817-LVCPP
13.0,597.0,45.55,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2817-NTQDO
28.0,543.0,19.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2819-GWENI
49.0,921.3,19.45,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2821-WARNZ
18.0,1679.4,95.05,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2823-LKABH
72.0,5025.85,71.45,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2824-DXNKN
37.0,3314.15,95.25,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2824-MYYBN
7.0,220.45,29.8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2826-DXLQO
45.0,3775.85,81.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2826-UWHIS
19.0,865.85,45.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2828-SLQPF
29.0,572.2,19.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2829-HYVZP
61.0,6449.15,103.9,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2830-LEWOA
4.0,199.75,45.9,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2831-EBWRN
38.0,3988.5,103.65,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2832-KJCRD
2.0,57.4,19.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2832-SCUCO
1.0,45.05,45.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2833-SLKDQ
15.0,693.45,45.9,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2834-JKOOW
71.0,7532.15,108.05,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2834-JRTUA
52.0,4348.65,84.1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2834-SPCJV
2.0,38.7,20.65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2839-RFSQE
24.0,2231.05,93.15,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2840-XANRC
43.0,3161.4,75.35,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2842-BCQGE
2.0,80.35,46.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2842-JTCCU
24.0,1218.25,49.7,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2843-CQMEG
41.0,4259.3,99.8,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2845-AFFTX
14.0,1258.6,87.25,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2845-HSJCY
64.0,4378.8,68.3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2845-KDHVX
72.0,1363.25,19.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2848-YXSMW
27.0,1439.35,56.15,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2851-MMUTZ
35.0,2471.25,73.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2851-STERV
1.0,59.55,59.55,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2853-CWQFQ
34.0,3470.8,103.8,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2855-QOWGP
1.0,68.65,68.65,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2856-HYAPG
43.0,3856.75,89.55,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2856-NNASM
53.0,5016.25,95.85,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2858-EIMXH
17.0,937.5,55.85,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2858-MOFSQ
20.0,1727.5,85.8,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2860-RANUS
6.0,124.4,19.15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2862-JVEOY
1.0,24.7,24.7,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2862-PFNIK
61.0,5308.7,89.65,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2863-IMQDR
4.0,346.2,89.2,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2865-TCHJW
1.0,19.55,19.55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2866-IKBTM
1.0,80.5,80.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2867-UIMSS
68.0,5733.4,83.65,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2868-LLSKM
1.0,79.25,79.25,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2868-MZAGQ
2.0,155.8,80.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2868-SNELZ
45.0,4016.85,89.3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2869-ADAWR
40.0,3303.05,84.85,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2873-ZLIWT
34.0,3634.8,105.1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2874-YXVVA
13.0,1215.65,85.95,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2876-GZYZC
1.0,20.25,20.25,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2876-VBBBL
35.0,1383.6,40.9,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2877-VDUER
35.0,666.0,19.9,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2878-DHMIN
72.0,7550.3,102.65,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2878-RMWXY
2.0,140.1,74.2,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2880-FPNAE
12.0,227.45,19.45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2882-DDZPG
69.0,5388.15,75.75,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2882-WDTBA
57.0,5913.95,104.9,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2883-ILGWO
35.0,2416.55,70.3,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2884-GBPFB
69.0,6194.1,86.9,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2885-HIJDH
63.0,6873.75,107.5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2886-KEFUM
41.0,1841.9,45.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2887-JPYLU
47.0,1041.8,21.3,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2888-ADFAO
72.0,8684.8,117.8,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2889-FPWRM
59.0,4786.1,79.85,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2890-WFBHU
18.0,309.25,19.35,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2892-GESUL
25.0,853.0,34.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2894-QOJRX
40.0,3132.75,80.8,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2896-TBNBE
2.0,146.65,69.8,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2897-DOVND
21.0,1157.05,55.95,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2898-LSJGD
68.0,6770.5,101.05,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2898-MRKPI
70.0,1462.05,19.55,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2900-PHPLN
1.0,44.55,44.55,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2903-YYTBW
72.0,6052.25,84.05,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2904-GGUAZ
2.0,154.8,70.4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2905-KFQUV
11.0,233.9,20.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2907-ILJBN
56.0,1468.9,24.95,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2908-WGAXL
36.0,1267.2,34.85,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2908-ZTPNF
37.0,3358.65,90.6,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2911-IJORQ
39.0,2184.35,55.9,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2911-UREFD
18.0,1406.65,80.55,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2911-WDXMV
19.0,1651.95,84.75,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2916-BQZLN
4.0,333.6,76.65,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2919-HBCJO
1.0,69.95,69.95,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2920-RNCEZ
38.0,3147.15,83.45,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2921-XWDJH
56.0,5514.95,100.55,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2924-KHUVI
30.0,2038.7,68.95,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2925-MXLSX
72.0,6501.35,88.7,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2925-VDZHY
8.0,140.95,20.2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2926-JEJJC
53.0,5566.4,104.05,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2927-CVULT
46.0,4312.5,94.65,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2927-QRRQV
6.0,112.75,20.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2928-HLDBA
8.0,777.3,94.2,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2929-ERCFZ
56.0,5508.35,98.25,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2929-QNSRW
31.0,1994.3,65.25,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2930-UOTMB
13.0,788.35,59.9,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2931-FSOHN
40.0,4469.1,110.1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2931-SVLTV
59.0,5483.9,94.05,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2931-VUVJN
50.0,5153.5,103.05,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2931-XIQBR
2.0,36.55,24.4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2933-FILNV
46.0,3593.8,79.2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2933-XEUJM
18.0,1166.7,64.8,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2937-FTHUR
35.0,1175.85,33.45,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2946-KIQSP
1.0,50.6,50.6,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2947-DOMLJ
4.0,332.45,80.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2951-QOQTK
5.0,424.15,85.3,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2952-QAYZF
69.0,4254.1,64.15,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2954-PIBKO
17.0,1400.85,80.85,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2955-BJZHG
1.0,20.2,20.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2955-PSXOE
24.0,1772.25,78.85,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2956-GGUCQ
1.0,50.8,50.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2956-MHLSX
62.0,4959.15,84.45,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2957-JIRMN
12.0,518.9,45.4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2957-LOLHO
23.0,473.9,20.85,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2958-NHPPS
45.0,2333.85,50.9,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2959-EEXWB
9.0,781.4,85.3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2959-FENLU
4.0,307.4,80.35,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2959-MJHIC
24.0,2107.15,85.95,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2960-NKRSO
71.0,1801.9,25.95,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2961-VNFKL
2.0,98.5,45.15,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2962-XPMCQ
1.0,18.8,18.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2967-MXRAV
10.0,1060.2,100.6,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2968-SSGAA
2.0,96.8,51.4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2969-QWUBZ
67.0,3870.0,60.5,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2969-VAPYH
7.0,477.05,69.45,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2969-WGHQO
13.0,995.35,78.75,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2971-SGAFL
57.0,5468.95,94.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2972-YDYUW
36.0,3301.05,91.95,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2974-GGUXS
66.0,5965.95,90.05,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2977-CEBSX
22.0,1253.5,59.05,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2978-XXSOG
17.0,1607.2,94.4,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2979-SXESE
1.0,74.45,74.45,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2982-IHMFT
11.0,1078.9,94.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2982-VPSGI
2.0,145.4,73.55,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2983-ZANRP
3.0,293.15,95.4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2984-AFWNC
4.0,321.9,74.8,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2984-MIIZL
69.0,1375.4,19.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2984-RGEYA
72.0,7732.65,104.9,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2984-TBYKU
23.0,2341.55,93.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2985-FMWYF
40.0,3015.75,74.55,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2985-JUUBZ
70.0,5991.05,84.7,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2987-BJXIK
70.0,6470.1,90.85,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2988-GBIVW
3.0,220.45,69.95,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2988-PLAHS
69.0,7430.75,110.05,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2988-QRAJY
6.0,573.3,89.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2990-HWIML
72.0,6632.75,92.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2990-IAJSV
67.0,5883.85,86.15,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2990-OGYTD
44.0,2375.4,53.95,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2991-OKAXW
40.0,4062.2,99.2,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2995-UPRYS
19.0,467.7,24.9,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2995-YWTCD
70.0,2799.75,40.05,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2996-XAUVF
21.0,1524.85,71.05,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2999-AANRQ
32.0,3351.55,104.9,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3001-CBHLQ
29.0,2964.8,103.95,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3001-UNBTL
29.0,1993.25,74.2,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3002-WQZWT
25.0,2395.7,95.15,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3003-CMDUU
55.0,5617.75,98.8,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3005-NFMTA
55.0,5676.65,103.65,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3005-TYFRD
2.0,193.8,94.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3006-XIMLN
2.0,39.85,20.7,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3007-FDPEA
19.0,485.9,25.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3007-KYUNZ
62.0,6125.4,96.75,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3009-JWMPU
19.0,377.55,20.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3011-WQKSZ
9.0,661.55,75.6,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3012-OALWM
7.0,158.95,20.65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3012-VFFMN
29.0,2263.4,75.3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3014-WJKSM
29.0,1009.25,33.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3016-KSVCP
1.0,19.55,19.55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3018-DZHFE
12.0,858.6,81.7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3018-TFTSU
50.0,3478.15,70.8,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3021-VLNRJ
67.0,7530.8,111.2,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,3022-BEXHZ
33.0,2745.7,86.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3023-GFLBR
37.0,2658.8,75.1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3026-ATZYV
64.0,1584.8,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3027-YNWZU
1.0,89.9,89.9,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3027-ZTDHO
8.0,572.45,74.85,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3030-YDNRM
9.0,431.0,44.95,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3030-YZADT
